input shapes: (-1, 20, 10, 1) (1, 46) 
 [height_sum, hole_sum, combo, is_hold, 6 * 7 type] -> length = 43 
outer =   46 | pre-training avg score = 1875.000 | loss =  127.954 | mse =  127.954 | dataset size =   72233 | new dataset size =   12040 | time elapsed:  199.1 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   47 | pre-training avg score = 2410.000 | loss =  124.080 | mse =  124.080 | dataset size =   72241 | new dataset size =   12040 | time elapsed:  199.3 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   48 | pre-training avg score = 2485.000 | loss =  125.663 | mse =  125.663 | dataset size =   72233 | new dataset size =   12038 | time elapsed:  200.9 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   49 | pre-training avg score = 2070.000 | loss =  122.036 | mse =  122.036 | dataset size =   72238 | new dataset size =   12040 | time elapsed:  200.4 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   50 | pre-training avg score = 2320.000 | loss =  131.061 | mse =  131.061 | dataset size =   72241 | new dataset size =   12041 | time elapsed:  197.8 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   51 | pre-training avg score = 2100.000 | loss =  126.877 | mse =  126.877 | dataset size =   72248 | new dataset size =   12043 | time elapsed:  200.7 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   52 | pre-training avg score = 1426.667 | loss =  135.790 | mse =  135.790 | dataset size =   72262 | new dataset size =   12046 | time elapsed:  200.0 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   53 | pre-training avg score = 2035.000 | loss =  141.399 | mse =  141.399 | dataset size =   72241 | new dataset size =   12037 | time elapsed:  198.5 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   54 | pre-training avg score = 1930.000 | loss =  135.819 | mse =  135.819 | dataset size =   72222 | new dataset size =   12032 | time elapsed:  198.6 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   55 | pre-training avg score = 4980.000 | loss =  147.433 | mse =  147.433 | dataset size =   72217 | new dataset size =   12034 | time elapsed:  198.6 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   56 | pre-training avg score = 2315.000 | loss =  135.497 | mse =  135.497 | dataset size =   72220 | new dataset size =   12039 | time elapsed:  200.4 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   57 | pre-training avg score = 2420.000 | loss =  136.746 | mse =  136.746 | dataset size =   72246 | new dataset size =   12047 | time elapsed:  198.2 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   58 | pre-training avg score = 2270.000 | loss =  141.215 | mse =  141.215 | dataset size =   72255 | new dataset size =   12045 | time elapsed:  200.0 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   59 | pre-training avg score = 5030.000 | loss =  130.413 | mse =  130.413 | dataset size =   72233 | new dataset size =   12034 | time elapsed:  201.9 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   60 | pre-training avg score = 4650.000 | loss =  123.598 | mse =  123.598 | dataset size =   72237 | new dataset size =   12037 | time elapsed:  201.4 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   61 | pre-training avg score = 2005.000 | loss =  119.161 | mse =  119.161 | dataset size =   72221 | new dataset size =   12035 | time elapsed:  202.2 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   62 | pre-training avg score = 2375.000 | loss =  111.061 | mse =  111.061 | dataset size =   72223 | new dataset size =   12039 | time elapsed:  201.8 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   63 | pre-training avg score = 2180.000 | loss =  119.482 | mse =  119.482 | dataset size =   72201 | new dataset size =   12030 | time elapsed:  199.2 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   64 | pre-training avg score = 2385.000 | loss =  112.869 | mse =  112.869 | dataset size =   72218 | new dataset size =   12038 | time elapsed:  200.1 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   65 | pre-training avg score = 1303.333 | loss =  133.200 | mse =  133.200 | dataset size =   72242 | new dataset size =   12045 | time elapsed:  197.9 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   66 | pre-training avg score = 5160.000 | loss =  136.749 | mse =  136.749 | dataset size =   72200 | new dataset size =   12029 | time elapsed:  199.7 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   67 | pre-training avg score = 2040.000 | loss =  135.168 | mse =  135.168 | dataset size =   72223 | new dataset size =   12037 | time elapsed:  199.5 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   68 | pre-training avg score = 4860.000 | loss =  138.276 | mse =  138.276 | dataset size =   72267 | new dataset size =   12052 | time elapsed:  199.7 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   69 | pre-training avg score = 2250.000 | loss =  140.359 | mse =  140.359 | dataset size =   72211 | new dataset size =   12031 | time elapsed:  198.7 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   70 | pre-training avg score = 2235.000 | loss =  135.711 | mse =  135.711 | dataset size =   72255 | new dataset size =   12045 | time elapsed:  199.7 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   71 | pre-training avg score = 2165.000 | loss =  135.301 | mse =  135.301 | dataset size =   72254 | new dataset size =   12042 | time elapsed:  200.3 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
